regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000001,20000001,30000001,Tanoo,0,0,0,0,0,0,0,0,0,0.01575,1,0,0,1,1,1,None,0,None,1323338301440,None,B
10000001,20000001,30000002,Lashesih,0,0,0,0,0,0,0,0,0,0.01282,1,0,1,0,1,1,None,0,None,1018400014336,None,B
10000001,20000001,30000003,Akpivem,0,0,0,0,0,0,0,0,0,0.6213,1,0,0,1,0,0,None,0,None,2473362456576,None,B
10000001,20000001,30000004,Jark,0,0,0,0,0,0,0,0,0,0.3461,1,0,1,0,1,1,None,0,None,1771412258816,None,B
10000001,20000001,30000005,Sasta,0,0,0,0,0,0,0,0,0,0.02403,1,0,0,1,0,0,None,0,None,2563946315776,None,B
10000001,20000001,30000006,Zaid,0,0,0,0,0,0,0,0,0,0.02324,1,0,1,0,0,0,None,0,None,1734441959424,None,B
10000001,20000001,30000007,Yuzier,0,0,0,0,0,0,0,0,0,0.01469,0,0,0,1,0,0,None,0,None,1297306222592,None,B
10000001,20000001,30000008,Nirbhi,0,0,0,0,0,0,0,0,0,0.03981,1,0,0,1,0,0,None,0,None,3716798480384,None,B
10000001,20000002,30000009,Sooma,0,0,0,0,0,0,0,0,0,0.01479,0,1,0,0,0,0,None,0,None,1835829297152,None,B1
10000001,20000002,30000010,Chidah,0,0,0,0,0,0,0,0,0,0.07498,0,0,0,1,0,0,None,0,None,2834263179264,None,B1
10000001,20000002,30000011,Shenela,0,0,0,0,0,0,0,0,0,0.0138,1,0,1,0,0,0,None,0,None,1295576072192,None,B1
10000001,20000002,30000012,Asabona,0,0,0,0,0,0,0,0,0,0.7113,1,0,1,0,0,0,None,0,None,3075451650048,None,B2
10000001,20000002,30000013,Onsooh,0,0,0,0,0,0,0,0,0,0.9844,0,0,0,1,0,0,None,0,None,3468485722112,None,B2
10000001,20000002,30000014,Shamahi,0,0,0,0,0,0,0,0,0,0.569,1,0,0,1,0,0,None,0,None,4388111777792,None,B2
10000001,20000002,30000015,Sendaya,0,0,0,0,0,0,0,0,0,0.08104,1,0,0,1,0,0,None,0,None,2835135856640,None,B2
10000001,20000002,30000016,Nazhgete,0,0,0,0,0,0,0,0,0,0.01396,0,1,0,0,0,0,None,0,None,1414100418560,None,B2
10000001,20000003,30000017,Futzchag,0,0,0,0,0,0,0,0,0,0.7871,0,0,0,1,0,0,None,0,None,4132975935488,None,B3
10000001,20000003,30000018,Kazna,0,0,0,0,0,0,0,0,0,1.501,1,0,0,1,0,0,None,0,None,2506119708672,None,B3
10000001,20000003,30000019,Podion,0,0,0,0,0,0,0,0,0,0.07842,0,1,0,0,0,0,None,0,None,2620460892160,None,B3
10000001,20000003,30000020,Lilmad,0,0,0,0,0,0,0,0,0,1.172,0,1,0,0,0,0,None,0,None,5267543031808,None,B3
10000070,20000788,30000021,Kuharah,0,0,0,0,0,0,0,0,0,2.566,0,0,1,0,0,0,None,0,None,5348679221248,None,B3
10000001,20000003,30000022,Jayneleb,0,0,0,0,0,0,0,0,0,0.1426,0,0,1,0,0,0,None,0,None,5893956567040,None,B3
10000001,20000004,30000023,Fovihi,0,0,0,0,0,0,0,0,0,1.08,1,0,0,1,0,0,None,0,None,2969284378624,None,B
10000001,20000004,30000024,Kiereend,0,0,0,0,0,0,0,0,0,0.01944,0,0,0,1,0,0,None,0,None,1462680682496,None,B
10000001,20000004,30000025,Rashy,0,0,0,0,0,0,0,0,0,0.1276,0,0,0,1,0,0,None,0,None,3044933107712,None,B
10000001,20000004,30000026,Ordize,0,0,0,0,0,0,0,0,0,0.2079,0,0,0,1,0,0,None,0,None,4739299278848,None,B1
10000001,20000004,30000027,Psasa,0,0,0,0,0,0,0,0,0,0.4201,0,0,0,1,0,0,None,0,None,1980465676288,None,B1
10000001,20000004,30000028,Eshtah,0,0,0,0,0,0,0,0,0,0.1457,1,0,0,1,0,0,None,0,None,5016556404736,None,B
10000001,20000004,30000029,Lachailes,0,0,0,0,0,0,0,0,0,0.1283,0,0,1,0,0,0,None,0,None,887293935616,None,B1
10000001,20000004,30000030,Kasrasi,0,0,0,0,0,0,0,0,0,0.1629,1,0,0,1,0,0,None,0,None,1323487330304,None,B1
10000001,20000005,30000031,Mohas,0,0,0,0,0,0,0,0,0,0.01956,0,0,1,0,0,0,None,0,None,1283653107712,None,B1
10000001,20000005,30000032,Hasiari,0,0,0,0,0,0,0,0,0,0.07863,1,0,0,1,0,0,None,0,None,1793587675136,None,B
10000001,20000005,30000033,Radima,0,0,0,0,0,0,0,0,0,0.4925,0,0,1,0,0,0,None,0,None,3709557014528,None,B
10000001,20000005,30000034,Alkez,0,0,0,0,0,0,0,0,0,0.06291,0,1,0,0,0,0,None,0,None,1917034692608,None,B
10000001,20000005,30000035,Nimambal,0,0,0,0,0,0,0,0,0,0.1721,1,0,0,1,0,0,None,0,None,2348147015680,None,B1
10000001,20000005,30000036,Yishinoon,0,0,0,0,0,0,0,0,0,2.257,0,0,1,0,0,0,None,0,None,3881923510272,None,B2
10000001,20000005,30000037,Uplingur,0,0,0,0,0,0,0,0,0,1.063,1,0,1,0,1,1,None,0,None,3975502888960,None,B2
10000001,20000006,30000038,Dooz,0,0,0,0,0,0,0,0,0,0.03159,1,0,0,1,0,0,None,0,None,857129484288,None,B2
10000001,20000006,30000039,Bayuka,0,0,0,0,0,0,0,0,0,1.563,0,0,0,1,0,0,None,0,None,3294057725952,None,B2
10000001,20000006,30000040,Uzistoon,0,0,0,0,0,0,0,0,0,0.02003,0,0,0,1,0,0,None,0,None,2103486840832,None,B2
10000001,20000006,30000041,Bairshir,0,0,0,0,0,0,0,0,0,0.03449,0,0,1,0,0,0,None,0,None,2110378868736,None,B2
10000001,20000006,30000042,Moh,0,0,0,0,0,0,0,0,0,4.216,0,1,0,0,0,0,None,0,None,4946503139328,None,B1
10000001,20000006,30000043,Sari,0,0,0,0,0,0,0,0,0,0.08784,1,0,0,1,0,0,None,0,None,2426401980416,None,B2
10000001,20000007,30000044,Faspera,0,0,0,0,0,0,0,0,0,0.1176,0,0,1,0,0,0,None,0,None,842988060672,None,B3
10000001,20000007,30000045,Jaymass,0,0,0,0,0,0,0,0,0,0.4019,0,0,0,1,0,0,None,0,None,3467863916544,None,B3
10000001,20000007,30000046,Mifrata,0,0,0,0,0,0,0,0,0,0.07162,1,0,0,1,0,0,None,0,None,2431498059776,None,B2
10000001,20000007,30000047,Majamar,0,0,0,0,0,0,0,0,0,2.674,0,0,1,0,0,0,None,0,None,6331382628352,None,B2
10000001,20000007,30000048,Ihal,0,0,0,0,0,0,0,0,0,1.209,1,0,0,1,0,0,None,0,None,4679238942720,None,B1
10000001,20000007,30000049,Camal,0,0,0,0,0,0,0,0,0,0.03307,0,1,0,0,0,0,None,0,None,1602929295360,None,B3
10000001,20000007,30000050,Fera,0,0,0,0,0,0,0,0,0,0.01737,0,1,0,0,0,0,None,0,None,440937054208,None,B1
10000001,20000008,30000051,Juddi,0,0,0,0,0,0,0,0,0,0.3352,1,0,0,1,0,0,None,0,None,3664132177920,None,B1
10000001,20000008,30000052,Maspah,0,0,0,0,0,0,0,0,0,0.2775,1,0,0,1,0,0,None,0,None,2318427488256,None,B
10000001,20000008,30000053,Ibaria,0,0,0,0,0,0,0,0,0,0.01782,0,0,1,0,0,0,None,0,None,384225837056,None,B1
10000001,20000008,30000054,Shala,0,0,0,0,0,0,0,0,0,0.1749,0,0,1,0,0,0,None,0,None,3471753347072,None,B1
10000001,20000008,30000055,Zemalu,0,0,0,0,0,0,0,0,0,0.04283,0,0,1,0,0,0,None,0,None,1274973388800,None,B1
10000001,20000008,30000056,Khankenirdia,0,0,0,0,0,0,0,0,0,0.05294,0,1,0,0,0,0,None,0,None,3281192484864,None,B1
10000001,20000009,30000057,Nikh,0,0,0,0,0,0,0,0,0,0.1239,1,0,0,1,0,0,None,0,None,4598617604096,None,B
10000001,20000009,30000058,Amphar,0,0,0,0,0,0,0,0,0,0.01216,1,0,0,1,0,0,None,0,None,1359562670080,None,B1
10000001,20000009,30000059,Salashayama,0,0,0,0,0,0,0,0,0,0.01616,0,0,1,0,0,0,None,0,None,1976938790912,None,B1
10000001,20000009,30000060,Janus,0,0,0,0,0,0,0,0,0,0.07187,0,0,0,1,0,0,None,0,None,2540231196672,None,B1
10000001,20000009,30000061,Agha,0,0,0,0,0,0,0,0,0,0.01005,0,1,0,0,0,0,None,0,None,1443279405056,None,B1
10000001,20000009,30000062,Iosantin,0,0,0,0,0,0,0,0,0,0.01804,0,0,0,1,0,0,None,0,None,998212173824,None,B1
10000001,20000009,30000063,Orva,0,0,0,0,0,0,0,0,0,0.5037,0,0,0,1,0,0,None,0,None,3453450715136,None,B1
10000001,20000009,30000064,Zet,0,0,0,0,0,0,0,0,0,0.144,1,0,0,1,0,0,None,0,None,3642599931904,None,B1
10000001,20000009,30000065,Akhrad,0,0,0,0,0,0,0,0,0,0.3348,1,0,0,1,0,0,None,0,None,3093933326336,None,B2
10000001,20000009,30000066,Pirohdim,0,0,0,0,0,0,0,0,0,0.6256,0,0,1,0,0,0,None,0,None,6884440932352,None,B1
10000001,20000009,30000067,Sharir,0,0,0,0,0,0,0,0,0,0.5506,0,0,1,0,0,0,None,0,None,3325006184448,None,B2
10000001,20000009,30000068,Usroh,0,0,0,0,0,0,0,0,0,0.02819,0,0,1,0,0,0,None,0,None,1427242483712,None,B1
10000001,20000009,30000069,Thiarer,0,0,0,0,0,0,0,0,0,0.09048,0,0,0,1,0,0,None,0,None,1430630694912,None,B1
10000001,20000010,30000070,Gomati,0,0,0,0,0,0,0,0,0,0.02424,1,0,0,1,0,0,None,0,None,1950828724224,None,B2
10000001,20000010,30000071,Jangar,0,0,0,0,0,0,0,0,0,0.1145,0,1,0,0,0,0,None,0,None,1333350629376,None,B1
10000001,20000010,30000072,Nakah,0,0,0,0,0,0,0,0,0,0.01538,1,0,0,1,1,1,None,0,None,645474418688,None,B2
10000001,20000010,30000073,Irshah,0,0,0,0,0,0,0,0,0,0.15,1,0,0,1,0,0,None,0,None,3512345034752,None,B2
10000001,20000010,30000074,Hasateem,0,0,0,0,0,0,0,0,0,0.0101,0,0,0,1,0,0,None,0,None,2089420718080,None,B2
10000001,20000010,30000075,Assah,0,0,0,0,0,0,0,0,0,0.3229,1,0,0,1,0,1,None,0,None,2681177636864,None,B2
10000001,20000011,30000076,Tidacha,0,0,0,0,0,0,0,0,0,0.1989,1,0,0,1,0,0,None,0,None,2207969968128,None,B
10000001,20000011,30000077,Odlib,0,0,0,0,0,0,0,0,0,0.2979,0,0,0,1,0,0,None,0,None,2530435399680,None,B
10000001,20000011,30000078,Jofan,0,0,0,0,0,0,0,0,0,0.4978,0,0,1,0,0,0,None,0,None,3484039249920,None,B
10000001,20000011,30000079,Milu,0,0,0,0,0,0,0,0,0,0.01022,0,1,0,0,0,0,None,0,None,2009050251264,None,B
10000001,20000011,30000080,Yadi,0,0,0,0,0,0,0,0,0,0.214,0,0,0,1,0,0,None,0,None,2823739146240,None,B
10000001,20000011,30000081,Buftiar,0,0,0,0,0,0,0,0,0,0.3825,0,1,0,0,0,0,None,0,None,3027305496576,None,B1
10000001,20000012,30000082,Jarizza,0,0,0,0,0,0,0,0,0,0.3238,0,0,0,1,0,0,None,0,None,3472110911488,None,B
10000001,20000012,30000083,Ejahi,0,0,0,0,0,0,0,0,0,0.01668,0,0,1,0,0,0,None,0,None,794096697344,None,B1
10000001,20000012,30000084,Asghatil,0,0,0,0,0,0,0,0,0,0.04094,1,0,0,1,0,0,None,0,None,994599895040,None,B
10000001,20000012,30000085,Bar,0,0,0,0,0,0,0,0,0,0.2758,1,0,0,1,0,0,None,0,None,3320579620864,None,B1
10000001,20000012,30000086,Sucha,0,0,0,0,0,0,0,0,0,0.2355,0,0,1,0,0,0,None,0,None,3141414420480,None,B1
10000001,20000012,30000087,Gelhan,0,0,0,0,0,0,0,0,0,0.5756,0,0,1,0,0,0,None,0,None,3110815924224,None,B1
10000001,20000012,30000088,Akeva,0,0,0,0,0,0,0,0,0,0.03116,0,1,0,0,0,0,None,0,None,2098107121664,None,B1
10000001,20000013,30000089,Sosa,0,0,0,0,0,0,0,0,0,0.4497,0,0,0,1,0,0,None,0,None,2541561053184,None,B2
10000001,20000013,30000090,Ilahed,0,0,0,0,0,0,0,0,0,0.04924,1,0,0,1,0,0,None,0,None,2392273715200,None,B2
10000001,20000013,30000091,Eshwil,0,0,0,0,0,0,0,0,0,1.11,0,1,0,0,0,0,None,0,None,4830178312192,None,B3
10000001,20000013,30000092,Aranir,0,0,0,0,0,0,0,0,0,1.706,0,0,1,0,0,0,None,0,None,2360710004736,None,B3
10000001,20000013,30000093,Ishkad,0,0,0,0,0,0,0,0,0,0.04505,0,1,0,0,0,0,None,0,None,1370483195904,None,B2
10000001,20000013,30000094,Hahyil,0,0,0,0,0,0,0,0,0,0.2222,0,1,0,0,0,0,None,0,None,3179007967232,None,B3
10000001,20000014,30000095,Asilem,0,0,0,0,0,0,0,0,0,0.01259,0,0,1,0,0,0,None,0,None,2163577716736,None,B2
10000001,20000014,30000096,Mahnagh,0,0,0,0,0,0,0,0,0,0.4387,0,1,0,0,0,0,None,0,None,2781410230272,None,B3
10000001,20000014,30000097,Shach,0,0,0,0,0,0,0,0,0,0.02324,0,0,0,1,0,0,None,0,None,2085218418688,None,B2
10000001,20000014,30000098,Kehrara,0,0,0,0,0,0,0,0,0,0.0944,1,0,0,1,0,0,None,0,None,1317166645248,None,B2
10000001,20000014,30000099,Arena,0,0,0,0,0,0,0,0,0,0.02355,0,0,0,1,0,0,None,0,None,4751108866048,None,B2
10000001,20000014,30000100,Timeor,0,0,0,0,0,0,0,0,0,0.3639,1,0,1,0,0,0,None,0,None,3987362283520,None,B2
10000001,20000014,30000101,Uhtafal,0,0,0,0,0,0,0,0,0,0.3807,0,0,0,1,0,0,None,0,None,4332105760768,None,B1
10000001,20000014,30000102,Dysa,0,0,0,0,0,0,0,0,0,0.02439,0,0,0,1,0,0,None,0,None,1383282769920,None,B3
10000001,20000014,30000103,Serad,0,0,0,0,0,0,0,0,0,1.16,0,0,1,0,0,0,None,0,None,4626700566528,None,B1
10000001,20000014,30000104,Mahti,0,0,0,0,0,0,0,0,0,1.452,0,1,0,0,0,0,None,0,None,5083050278912,None,B3
10000001,20000014,30000105,Abha,0,0,0,0,0,0,0,0,0,0.06385,1,0,1,0,0,0,None,0,None,1286656753664,None,B2
10000001,20000015,30000106,Shedoo,0,0,0,0,0,0,0,0,0,0.1028,1,0,0,1,0,0,None,0,None,3023692627968,None,B1
10000001,20000015,30000107,Gamis,0,0,0,0,0,0,0,0,0,0.1769,1,0,0,1,0,0,None,0,None,1257975971840,None,B1
10000001,20000015,30000108,Nieril,0,0,0,0,0,0,0,0,0,0.07206,0,0,1,0,0,0,None,0,None,2480414916608,None,B2
10000001,20000015,30000109,Berta,0,0,0,0,0,0,0,0,0,0.06483,1,0,0,1,0,0,None,0,None,1304471666688,None,B1
10000001,20000015,30000110,Bekirdod,0,0,0,0,0,0,0,0,0,0.1059,0,0,1,0,0,0,None,0,None,1491261325312,None,B2
10000001,20000015,30000111,Hothomouh,0,0,0,0,0,0,0,0,0,0.01379,0,0,0,1,0,0,None,0,None,2799894003712,None,B2
10000001,20000016,30000112,Arnola,0,0,0,0,0,0,0,0,0,0.01439,1,0,0,1,0,0,None,0,None,706530508800,None,B1
10000001,20000016,30000113,Astabih,0,0,0,0,0,0,0,0,0,0.4294,0,0,0,1,0,0,None,0,None,2468168073216,None,B2
10000001,20000016,30000114,Ubtes,0,0,0,0,0,0,0,0,0,0.04285,1,0,0,1,0,0,None,0,None,1359739092992,None,B2
10000001,20000016,30000115,Bimener,0,0,0,0,0,0,0,0,0,0.4006,0,0,0,1,0,0,None,0,None,5242238271488,None,B2
10000001,20000016,30000116,Kenobanala,0,0,0,0,0,0,0,0,0,0.03664,1,0,0,1,1,1,None,0,None,1016676810752,None,B2
10000001,20000016,30000117,Khabi,0,0,0,0,0,0,0,0,0,0.5189,0,0,0,1,0,0,None,0,None,3788239536128,None,B3
10000001,20000016,30000118,Uanzin,0,0,0,0,0,0,0,0,0,0.4105,1,0,0,1,0,0,None,0,None,3398584762368,None,B2
10000002,20000017,30000119,Itamo,0,0,0,0,0,0,0,0,0,0.01862,1,0,0,1,0,0,None,0,None,1011110313984,None,C
10000002,20000017,30000120,Mitsolen,0,0,0,0,0,0,0,0,0,6.339,0,0,1,0,0,0,None,0,None,10543681241088,None,C
10000002,20000017,30000121,Jatate,0,0,0,0,0,0,0,0,0,0.1246,0,1,0,0,0,0,None,0,None,1135549480960,None,C
10000002,20000017,30000122,Mahtista,0,0,0,0,0,0,0,0,0,0.02118,0,1,0,0,0,0,None,0,None,1707878645760,None,C
10000002,20000017,30000123,Vaankalen,0,0,0,0,0,0,0,0,0,9.408,0,1,0,0,0,0,None,0,None,6446845001728,None,C
10000002,20000017,30000124,Kylmabe,0,0,0,0,0,0,0,0,0,0.01819,0,1,0,0,0,0,None,0,None,1310767054848,None,C
